UIO,QUITO,ADOQUIN 06 CM PIEDRA,11.9698,,,0,0,0,0,0,0,0,0,,50,598.49,1
UIO,QUITO,ADOQUIN 06CM 300 COLOR,10.1291,127.3129,1333873.5,1119639.294631,0.2546258,0,0,0,0,0,0,10477.12,8794.39,89080.1,1
UIO,QUITO,ADOQUIN 06CM 300 GRIS,9.8113,128.2557,57220,51558.7914,0.2565114,0,0,0,0,0,0,446.14,402,3944.17,1
UIO,QUITO,ADOQUIN 07 CM PIEDRA,12.9064,137.2145,234118.2,180848.711,0.274429,0,0,0,0,0,0,1706.22,1318,17010.75,1
UIO,QUITO,ADOQUIN 08 CM COLOR,14.8225,169.0466,18152344.3,18320732.939812,0.3380932,4.98,5.3180932,9.5044068,1020589.47509249,1.78718319566118,40,107380.66,108376.82,1606418.61,1
UIO,QUITO,ADOQUIN 08 CM GRIS,14.1787,167.2602,6364524,7352581.096188,0.3345204,3.9,4.2345204,9.9441796,378392.242792748,2.34836030073205,0,38051.63,43958.94,623284.18,1
UIO,QUITO,ADOQUIN 10 CM COLOR,20.2538,210.384,1772201.6,1638102.42,0.420768,0,0,0,0,0,0,8423.65,7786.25,157701.22,1
UIO,QUITO,ADOQUIN 10 CM COLOR REFLECTIVO,125.2478,,,0,0,0,0,0,0,0,0,,51.6,6462.79,1
UIO,QUITO,ADOQUIN 10 CM ECOLOGICO COLOR,13.7668,133.5841,115750.7,107167.844225,0.2671682,0,0,0,0,0,0,866.5,802.25,11044.47,1
UIO,QUITO,ADOQUIN 10 CM ECOLOGICO GRIS,12.8053,133.6688,672187,387973.692,0.2673376,3.75,4.0173376,8.7879624,44192.465919,2.18750906072718,0,5028.75,2902.5,37167.44,1
UIO,QUITO,ADOQUIN 10 CM GRIS,0,205.4581,75021,0,0.4109162,0,0,0,0,0,0,365.14,,,1
UIO,QUITO,ADOQUIN 10 CM RIBERA ECOLOGICO COLOR,17.7914,175.3828,549576.2,395803.90304,0.3507656,0,0,0,0,0,0,3133.58,2256.8,40151.77,1
UIO,QUITO,ADOQUIN 10 CM RIBERA ECOLOGICO GRIS,17.6212,177.0597,9864,123587.6706,0.3541194,0,0,0,0,0,0,55.71,698,12299.64,1
UIO,QUITO,ADOQUIN 8CM 350 GRIS,12.1139,167.3645,822381,585106.292,0.334729,0,0,0,0,0,0,4913.71,3496,42350.44,1
